leg,event,block,kind,seed,n_dims,n_gt,top_k_pred,gt_channels,precision_at_g,chance_mrr,chance_hit@1,chance_precision@1,chance_recall@1,chance_ndcg@1,chance_hit@3,chance_precision@3,chance_recall@3,chance_ndcg@3,chance_hit@5,chance_precision@5,chance_recall@5,chance_ndcg@5,chance_hit@10,chance_precision@10,chance_recall@10,chance_ndcg@10,mrr,hit@1,precision@1,recall@1,ndcg@1,hit@3,precision@3,recall@3,ndcg@3,hit@5,precision@5,recall@5,ndcg@5,hit@10,precision@10,recall@10,ndcg@10
TelecomTS,B-Youtube-No-No@18149192640:98-480,train,Buffer Overflow (Gradual Buildup),0,18,10,"['RSRP', 'UL_SNR', 'UL_NPRB', 'DL_MCS', 'RX_Bytes', 'Estimated_UL_Buffer', 'DL_BLER', 'TX_Bytes', 'UL_BLER', 'DL_NumberOfPackets']","['DL_BLER', 'DL_NumberOfPackets', 'Estimated_UL_Buffer', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_NumberOfPackets']",0.7,0.7301172619047606,0.5435,0.5435,0.05434999999999905,0.5435,0.921,0.5398333333333323,0.16194999999999912,0.5398437224176713,0.994,0.5532999999999975,0.27664999999999873,0.5490419444039617,1.0,0.5561500000000033,0.5561500000000033,0.5525115122318109,0.3333333333333333,0,0.0,0.0,0.0,1,0.3333333333333333,0.1,0.23463936301137822,1,0.4,0.2,0.30078518014914984,1,0.7,0.7,0.5462574254588145
TelecomTS,C-Youtube-No-No@19068481728:122-257,train,Buffer Overflow (Gradual Buildup),0,18,10,"['RSRP', 'UL_NPRB', 'RX_Bytes', 'UL_SNR', 'Estimated_UL_Buffer', 'DL_BLER', 'DL_Protocol', 'DL_NumberOfPackets', 'UL_BLER', 'TX_Bytes']","['DL_BLER', 'DL_NumberOfPackets', 'Estimated_UL_Buffer', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_NumberOfPackets']",0.7,0.7301172619047606,0.5435,0.5435,0.05434999999999905,0.5435,0.921,0.5398333333333323,0.16194999999999912,0.5398437224176713,0.994,0.5532999999999975,0.27664999999999873,0.5490419444039617,1.0,0.5561500000000033,0.5561500000000033,0.5525115122318109,0.5,0,0.0,0.0,0.0,1,0.6666666666666666,0.2,0.5307212739772434,1,0.6,0.3,0.5147714448836774,1,0.7,0.7,0.611755947233009
TelecomTS,C-Youtube-No-No@19068487456:110-314,train,Buffer Overflow (Gradual Buildup),0,18,10,"['RSRP', 'DL_MCS', 'TX_Bytes', 'RX_Bytes', 'DL_BLER', 'UL_SNR', 'PRBs_UL_Current', 'UL_NPRB', 'Estimated_UL_Buffer', 'UL_BLER']","['DL_BLER', 'DL_NumberOfPackets', 'Estimated_UL_Buffer', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_NumberOfPackets']",0.6,0.7301172619047606,0.5435,0.5435,0.05434999999999905,0.5435,0.921,0.5398333333333323,0.16194999999999912,0.5398437224176713,0.994,0.5532999999999975,0.27664999999999873,0.5490419444039617,1.0,0.5561500000000033,0.5561500000000033,0.5525115122318109,0.3333333333333333,0,0.0,0.0,0.0,1,0.3333333333333333,0.1,0.23463936301137822,1,0.6,0.3,0.4468535299918563,1,0.6,0.6,0.4892835987503298
TelecomTS,C-Youtube-No-No@19068487456:473-594,train,Antenna Failure,0,18,13,"['RSRP', 'DL_BLER', 'UL_NPRB', 'DL_MCS', 'TX_Bytes', 'RX_Bytes', 'Estimated_UL_Buffer', 'UL_BLER', 'PRBs_UL_Current', 'UL_SNR', 'DL_NumberOfPackets', 'PRB_Utilization_DL', 'PRBs_DL_Current']","['DL_BLER', 'DL_MCS', 'DL_NumberOfPackets', 'Estimated_UL_Buffer', 'PRBs_DL_Current', 'PRBs_UL_Current', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_MCS', 'UL_NumberOfPackets', 'UL_SNR']",0.8461538461538461,0.8420583333333324,0.7085,0.7085,0.05450000000000159,0.7085,0.9875,0.7191666666666693,0.16596153846153688,0.7175445233152257,0.9995,0.722299999999986,0.2778076923076925,0.7203446350108549,1.0,0.7229000000000003,0.5560769230769264,0.7214779728703148,1.0,1,1.0,0.07692307692307693,1.0,1,0.6666666666666666,0.15384615384615385,0.7653606369886217,1,0.8,0.3076923076923077,0.830419897363192,1,0.9,0.6923076923076923,0.8899541168509599
TelecomTS,B-Twitch-No-No@19606755008:98-649,train,Buffer Overflow (Gradual Buildup),0,18,10,"['UL_NPRB', 'RSRP', 'RX_Bytes', 'PRB_Utilization_DL', 'UL_BLER', 'DL_BLER', 'UL_SNR', 'UL_MCS', 'TX_Bytes', 'Estimated_UL_Buffer']","['DL_BLER', 'DL_NumberOfPackets', 'Estimated_UL_Buffer', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_NumberOfPackets']",0.7,0.7301172619047606,0.5435,0.5435,0.05434999999999905,0.5435,0.921,0.5398333333333323,0.16194999999999912,0.5398437224176713,0.994,0.5532999999999975,0.27664999999999873,0.5490419444039617,1.0,0.5561500000000033,0.5561500000000033,0.5525115122318109,1.0,1,1.0,0.1,1.0,1,0.6666666666666666,0.2,0.7039180890341347,1,0.8,0.4,0.7860137352654724,1,0.7,0.7,0.7183424120903081
TelecomTS,A-Youtube-No-No@17695586816:118-180,train,Co-Channel Interference (Mild),0,18,9,"['UL_NPRB', 'RX_Bytes', 'DL_NumberOfPackets', 'Estimated_UL_Buffer', 'DL_BLER', 'UL_BLER', 'UL_SNR', 'RSRP', 'DL_Protocol']","['DL_BLER', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_SNR']",0.6666666666666666,0.6966555555555551,0.4975,0.4975,0.05527777777777884,0.4975,0.898,0.4896666666666679,0.16322222222222244,0.4909721729279834,0.984,0.49030000000000035,0.27238888888888696,0.4908894268149031,1.0,0.49549999999999955,0.5505555555555552,0.5280112389426909,1.0,1,1.0,0.1111111111111111,1.0,1,0.6666666666666666,0.2222222222222222,0.7653606369886217,1,0.6,0.3333333333333333,0.6843515475204855,1,0.6,0.6666666666666666,0.7104928563593765
TelecomTS,A-Youtube-No-No@17695589472:110-302,train,Co-Channel Interference (Mild),0,18,9,"['UL_NPRB', 'DL_NumberOfPackets', 'TX_Bytes', 'RX_Bytes', 'Estimated_UL_Buffer', 'RSRP', 'UL_BLER', 'UL_SNR', 'DL_BLER']","['DL_BLER', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_SNR']",0.7777777777777778,0.6966555555555551,0.4975,0.4975,0.05527777777777884,0.4975,0.898,0.4896666666666679,0.16322222222222244,0.4909721729279834,0.984,0.49030000000000035,0.27238888888888696,0.4908894268149031,1.0,0.49549999999999955,0.5505555555555552,0.5280112389426909,1.0,1,1.0,0.1111111111111111,1.0,1,0.6666666666666666,0.2222222222222222,0.7039180890341347,1,0.6,0.3333333333333333,0.6548086577531307,1,0.7,0.7777777777777778,0.760774738810872
TelecomTS,C-Youtube-No-No@19068482144:118-518,train,Co-Channel Interference (Mild),0,18,9,"['RSRP', 'UL_NPRB', 'UL_SNR', 'RX_Bytes', 'DL_BLER', 'Estimated_UL_Buffer', 'UL_BLER', 'DL_Protocol', 'PRBs_UL_Current']","['DL_BLER', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_SNR']",0.6666666666666666,0.6966555555555551,0.4975,0.4975,0.05527777777777884,0.4975,0.898,0.4896666666666679,0.16322222222222244,0.4909721729279834,0.984,0.49030000000000035,0.27238888888888696,0.4908894268149031,1.0,0.49549999999999955,0.5505555555555552,0.5280112389426909,1.0,1,1.0,0.1111111111111111,1.0,1,1.0,0.3333333333333333,1.0,1,1.0,0.5555555555555556,1.0,1,0.7,0.7777777777777778,0.8393141109129421
TelecomTS,C-Youtube-No-No@19068482144:680-716,train,Co-Channel Interference (Mild),0,18,9,"['UL_SNR', 'UL_NPRB', 'RSRP', 'DL_BLER', 'Estimated_UL_Buffer', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'DL_NumberOfPackets']","['DL_BLER', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_SNR']",0.7777777777777778,0.6966555555555551,0.4975,0.4975,0.05527777777777884,0.4975,0.898,0.4896666666666679,0.16322222222222244,0.4909721729279834,0.984,0.49030000000000035,0.27238888888888696,0.4908894268149031,1.0,0.49549999999999955,0.5505555555555552,0.5280112389426909,1.0,1,1.0,0.1111111111111111,1.0,1,1.0,0.3333333333333333,1.0,1,0.8,0.4444444444444444,0.8687949224876582,1,0.7,0.7777777777777778,0.8383162086599405
TelecomTS,A-Youtube-No-No@17695584000:43-479,train,Co-Channel Interference (Severe),0,18,11,"['UL_NPRB', 'RSRP', 'Estimated_UL_Buffer', 'RX_Bytes', 'DL_BLER', 'TX_Bytes', 'UL_BLER', 'DL_NumberOfPackets', 'UL_SNR', 'DL_Protocol', 'PRBs_DL_Current']","['DL_BLER', 'DL_NumberOfPackets', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_NumberOfPackets', 'UL_SNR']",0.7272727272727273,0.7670130952380939,0.592,0.592,0.053818181818182834,0.592,0.9535,0.5944999999999994,0.16213636363636355,0.5936061888526992,0.9985,0.6036999999999954,0.2744090909090886,0.600045516857955,1.0,0.609450000000004,0.5540454545454532,0.6055705759222735,1.0,1,1.0,0.09090909090909091,1.0,1,0.6666666666666666,0.18181818181818182,0.7653606369886217,1,0.8,0.36363636363636365,0.830419897363192,1,0.8,0.7272727272727273,0.8263333286520083
TelecomTS,A-Youtube-No-No@17695585568:115-346,train,Co-Channel Interference (Severe),0,18,11,"['UL_NPRB', 'RSRP', 'RX_Bytes', 'DL_BLER', 'Estimated_UL_Buffer', 'UL_SNR', 'DL_Protocol', 'UL_BLER', 'PRB_Utilization_DL', 'DL_NumberOfPackets', 'PRBs_DL_Current']","['DL_BLER', 'DL_NumberOfPackets', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_NumberOfPackets', 'UL_SNR']",0.7272727272727273,0.7670130952380939,0.592,0.592,0.053818181818182834,0.592,0.9535,0.5944999999999994,0.16213636363636355,0.5936061888526992,0.9985,0.6036999999999954,0.2744090909090886,0.600045516857955,1.0,0.609450000000004,0.5540454545454532,0.6055705759222735,1.0,1,1.0,0.09090909090909091,1.0,1,1.0,0.2727272727272727,1.0,1,0.8,0.36363636363636365,0.8687949224876582,1,0.8,0.7272727272727273,0.841492960259019
TelecomTS,A-Twitch-No-No@17883077216:99-226,train,Co-Channel Interference (Severe),0,18,11,"['RSRP', 'UL_NPRB', 'DL_BLER', 'UL_MCS', 'RX_Bytes', 'UL_SNR', 'UL_NumberOfPackets', 'UL_BLER', 'DL_NumberOfPackets', 'TX_Bytes', 'DL_Protocol']","['DL_BLER', 'DL_NumberOfPackets', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_NumberOfPackets', 'UL_SNR']",0.8181818181818182,0.7670130952380939,0.592,0.592,0.053818181818182834,0.592,0.9535,0.5944999999999994,0.16213636363636355,0.5936061888526992,0.9985,0.6036999999999954,0.2744090909090886,0.600045516857955,1.0,0.609450000000004,0.5540454545454532,0.6055705759222735,1.0,1,1.0,0.09090909090909091,1.0,1,1.0,0.2727272727272727,1.0,1,0.8,0.36363636363636365,0.8539316501572937,1,0.9,0.8181818181818182,0.9052116356304493
TelecomTS,A-Youtube-No-No@17695591904:97-571,train,Doppler Shift (Severe),0,18,7,"['RSRP', 'UL_NPRB', 'UL_SNR', 'RX_Bytes', 'Estimated_UL_Buffer', 'DL_BLER', 'UL_BLER']","['DL_MCS', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_MCS', 'UL_NPRB', 'UL_SNR']",0.5714285714285714,0.6094630952380968,0.39,0.39,0.05571428571428534,0.39,0.792,0.3938333333333351,0.16878571428571473,0.39337422070213024,0.9445,0.3896000000000009,0.2782857142857171,0.3905336009660107,1.0,0.3878499999999939,0.554071428571427,0.485875484517331,1.0,1,1.0,0.14285714285714285,1.0,1,1.0,0.42857142857142855,1.0,1,0.8,0.5714285714285714,0.8687949224876582,1,0.5,0.7142857142857143,0.783582028747806
TelecomTS,A-Youtube-No-No@17695591904:714-1399,train,Co-Channel Interference (Severe),0,18,11,"['UL_NPRB', 'RSRP', 'RX_Bytes', 'DL_NumberOfPackets', 'UL_SNR', 'Estimated_UL_Buffer', 'DL_Protocol', 'UL_BLER', 'DL_BLER', 'PRBs_DL_Current', 'UL_NumberOfPackets']","['DL_BLER', 'DL_NumberOfPackets', 'PRB_Utilization_DL', 'PRB_Utilization_UL', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NPRB', 'UL_NumberOfPackets', 'UL_SNR']",0.7272727272727273,0.7670130952380939,0.592,0.592,0.053818181818182834,0.592,0.9535,0.5944999999999994,0.16213636363636355,0.5936061888526992,0.9985,0.6036999999999954,0.2744090909090886,0.600045516857955,1.0,0.609450000000004,0.5540454545454532,0.6055705759222735,1.0,1,1.0,0.09090909090909091,1.0,1,1.0,0.2727272727272727,1.0,1,1.0,0.45454545454545453,1.0,1,0.7,0.6363636363636364,0.7846170207230129
TelecomTS,A-Youtube-No-No@17695591904:1495-1532,train,Faulty Handover Algorithm (Too Frequent),0,18,9,"['UL_SNR', 'RX_Bytes', 'RSRP', 'UL_NPRB', 'DL_MCS', 'DL_BLER', 'TX_Bytes', 'Estimated_UL_Buffer', 'UL_BLER']","['DL_BLER', 'DL_NumberOfPackets', 'Estimated_UL_Buffer', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_BLER', 'UL_NumberOfPackets', 'UL_SNR']",0.7777777777777778,0.6889103174603175,0.4845,0.4845,0.05383333333333436,0.4845,0.8875,0.4890000000000008,0.16300000000000042,0.48815917178429014,0.9835,0.4962000000000004,0.2756666666666647,0.49347984406801465,1.0,0.5019499999999998,0.5577222222222226,0.5325252299787008,1.0,1,1.0,0.1111111111111111,1.0,1,1.0,0.3333333333333333,1.0,1,0.6,0.3333333333333333,0.7227265726449519,1,0.7,0.7777777777777778,0.807843361168721
TelecomTS,B-Twitch-No-No@19606752128:117-340,train,Doppler Shift (Severe),0,18,7,"['UL_NPRB', 'RSRP', 'RX_Bytes', 'PRB_Utilization_DL', 'TX_Bytes', 'DL_Protocol', 'PRBs_DL_Current']","['DL_MCS', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_MCS', 'UL_NPRB', 'UL_SNR']",0.5714285714285714,0.6094630952380968,0.39,0.39,0.05571428571428534,0.39,0.792,0.3938333333333351,0.16878571428571473,0.39337422070213024,0.9445,0.3896000000000009,0.2782857142857171,0.3905336009660107,1.0,0.3878499999999939,0.554071428571427,0.485875484517331,1.0,1,1.0,0.14285714285714285,1.0,1,1.0,0.42857142857142855,1.0,1,0.8,0.5714285714285714,0.8539316501572937,1,0.5,0.7142857142857143,0.7787926658840254
TelecomTS,B-Twitch-No-No@19606756000:122-266,train,Doppler Shift (Severe),0,18,7,"['UL_NPRB', 'RSRP', 'RX_Bytes', 'UL_SNR', 'TX_Bytes', 'UL_MCS', 'DL_BLER']","['DL_MCS', 'RSRP', 'RX_Bytes', 'TX_Bytes', 'UL_MCS', 'UL_NPRB', 'UL_SNR']",0.8571428571428571,0.6094630952380968,0.39,0.39,0.05571428571428534,0.39,0.792,0.3938333333333351,0.16878571428571473,0.39337422070213024,0.9445,0.3896000000000009,0.2782857142857171,0.3905336009660107,1.0,0.3878499999999939,0.554071428571427,0.485875484517331,1.0,1,1.0,0.14285714285714285,1.0,1,1.0,0.42857142857142855,1.0,1,1.0,0.7142857142857143,1.0,1,0.6,0.8571428571428571,0.9083745556952364
